curb_ID timestep arr_car arr_truck dep_car dep_truck
1408 0 0.000000 0.000000 0.000000 0.000000
1415 0 0.000000 0.000000 0.000000 0.000000
3793 0 0.000000 0.000000 0.000000 0.000000
3798 0 0.000000 0.000000 0.000000 0.000000
3965 0 0.000000 0.000000 0.000000 0.000000
3997 0 0.000000 0.000000 0.000000 0.000000
3998 0 0.000000 0.000000 0.000000 0.000000
4218 0 0.000000 0.000000 0.000000 0.000000
4353 0 0.000000 0.000000 0.000000 0.000000
4415 0 0.000000 1.000000 0.000000 0.000000
4417 0 0.000000 0.000000 0.000000 0.000000
4498 0 0.000000 0.000000 0.000000 0.000000
4507 0 0.000000 0.000000 0.000000 0.000000
4508 0 0.000000 0.000000 0.000000 0.000000
4575 0 0.000000 0.000000 0.000000 0.000000
4578 0 0.000000 0.000000 0.000000 0.000000
808 0 0.000000 0.000000 0.000000 0.000000
4910 0 0.000000 0.000000 0.000000 0.000000
4931 0 0.000000 0.000000 0.000000 0.000000
5299 0 0.000000 0.000000 0.000000 0.000000
5500 0 0.000000 0.000000 0.000000 0.000000
5531 0 0.000000 0.000000 0.000000 0.000000
5625 0 0.000000 1.500000 0.000000 0.000000
5688 0 0.000000 0.000000 0.000000 0.000000
6053 0 0.000000 0.000000 0.000000 0.000000
6072 0 0.000000 0.000000 0.000000 0.000000
6077 0 0.000000 0.000000 0.000000 0.000000
6180 0 0.000000 0.000000 0.000000 0.000000
6194 0 0.000000 0.000000 0.000000 0.000000
6388 0 0.000000 0.000000 0.000000 0.000000
6446 0 0.000000 0.000000 0.000000 0.000000
6448 0 0.000000 0.000000 0.000000 0.000000
6460 0 0.000000 0.000000 0.000000 0.000000
6463 0 0.000000 0.000000 0.000000 0.000000
6464 0 0.000000 0.000000 0.000000 0.000000
6467 0 0.000000 0.000000 0.000000 0.000000
6479 0 0.000000 0.000000 0.000000 0.000000
6499 0 0.000000 2.000000 0.000000 0.000000
6503 0 0.000000 0.000000 0.000000 0.000000
6529 0 0.000000 0.000000 0.000000 0.000000
6722 0 0.000000 0.000000 0.000000 0.000000
6723 0 0.000000 0.000000 0.000000 0.000000
6777 0 0.000000 0.000000 0.000000 0.000000
6778 0 0.000000 0.000000 0.000000 0.000000
6779 0 0.000000 0.000000 0.000000 0.000000
6780 0 0.000000 0.000000 0.000000 0.000000
6788 0 0.000000 0.000000 0.000000 0.000000
6796 0 0.000000 0.000000 0.000000 0.000000
6797 0 0.000000 0.000000 0.000000 0.000000
6825 0 0.000000 0.000000 0.000000 0.000000
3742 60 0.500000 0.000000 0.000000 0.000000
3741 60 0.000000 0.000000 0.000000 0.000000
3541 60 0.500000 0.500000 0.000000 0.000000
3501 60 0.000000 0.000000 0.000000 0.000000
3446 60 0.000000 0.000000 0.000000 0.000000
3445 60 1.000000 0.000000 0.000000 0.000000
3372 60 0.000000 0.000000 0.000000 0.000000
3349 60 0.000000 0.000000 0.000000 0.000000
3332 60 0.000000 0.000000 0.000000 0.000000
3297 60 0.000000 0.500000 0.500000 0.000000
3279 60 0.000000 0.000000 0.500000 0.000000
6822 60 0.000000 0.000000 0.000000 0.000000
6819 60 0.000000 0.000000 0.000000 0.000000
6818 60 0.000000 0.000000 0.000000 0.000000
6817 60 0.000000 0.000000 0.000000 0.000000
3074 60 0.000000 0.000000 0.000000 0.000000
6813 60 0.000000 0.000000 0.000000 0.000000
6791 60 0.000000 0.000000 0.000000 0.000000
6774 60 0.000000 0.000000 0.000000 0.000000
3017 60 1.500000 1.500000 2.000000 0.000000
2810 60 0.000000 0.000000 0.000000 0.000000
2809 60 0.000000 0.000000 0.000000 0.000000
6502 60 0.000000 0.000000 0.000000 0.000000
6493 60 0.000000 0.000000 0.000000 0.000000
6485 60 0.500000 0.000000 0.000000 0.000000
6473 60 0.000000 0.000000 0.000000 0.000000
6472 60 0.000000 0.000000 0.000000 0.000000
2718 60 0.000000 0.000000 0.000000 0.000000
6453 60 0.000000 0.000000 0.000000 0.000000
2712 60 0.000000 0.000000 0.000000 0.000000
6451 60 0.000000 0.500000 0.000000 0.000000
2461 60 0.000000 0.000000 0.000000 0.000000
6186 60 0.000000 0.000000 0.000000 0.000000
2423 60 0.000000 0.000000 0.000000 0.000000
6075 60 0.000000 0.000000 0.000000 0.000000
5949 60 0.000000 0.000000 0.000000 0.000000
2076 60 0.000000 0.000000 0.000000 0.000000
2035 60 0.000000 0.000000 0.000000 0.000000
3757 60 0.000000 0.000000 0.000000 0.000000
1722 60 0.000000 0.500000 0.000000 0.000000
2634 60 0.000000 0.000000 0.000000 0.000000
6104 60 0.000000 0.000000 0.000000 0.000000
4363 60 0.000000 0.000000 0.000000 0.000000
1380 60 0.000000 0.000000 0.000000 0.000000
4277 60 0.000000 0.000000 0.000000 0.000000
3472 60 0.000000 0.000000 0.000000 0.000000
6801 60 0.000000 0.000000 0.000000 0.000000
2636 60 0.000000 0.000000 0.000000 0.000000
5966 60 0.000000 0.000000 0.000000 0.000000
2214 60 0.000000 0.000000 0.000000 0.000000
2204 60 0.000000 0.000000 0.000000 0.000000
4202 60 0.000000 0.000000 0.000000 0.000000
6085 60 0.000000 0.000000 0.000000 0.000000
1217 60 0.000000 0.000000 0.000000 0.000000
1928 60 0.000000 0.000000 0.000000 0.000000
6489 60 0.000000 0.000000 0.000000 0.000000
6478 60 0.000000 0.000000 0.000000 0.000000
6477 60 0.000000 0.000000 0.000000 0.000000
1820 60 0.000000 0.000000 0.000000 0.000000
1819 60 0.000000 0.000000 0.000000 0.000000
1394 60 0.000000 0.000000 0.000000 0.000000
361 60 0.000000 0.000000 0.000000 0.000000
5546 60 0.000000 0.000000 0.000000 0.000000
4276 60 0.000000 0.000000 0.000000 0.000000
524 60 0.000000 0.000000 0.000000 0.000000
1835 60 2.000000 0.000000 1.000000 0.000000
243 60 0.000000 0.000000 0.000000 0.000000
1832 60 0.000000 1.000000 0.000000 0.000000
4612 60 0.000000 0.000000 0.000000 0.000000
1023 60 0.000000 0.000000 0.000000 0.000000
6506 60 0.500000 0.000000 0.000000 0.000000
1078 60 0.000000 0.000000 0.000000 0.000000
5923 60 0.000000 0.000000 0.000000 0.000000
37 60 0.000000 0.000000 0.000000 0.000000
5302 60 0.000000 0.000000 0.000000 0.000000
5924 60 0.000000 0.000000 0.000000 0.000000
4582 60 0.500000 0.000000 0.000000 0.000000
85 60 0.000000 0.000000 0.000000 0.000000
1079 60 0.000000 0.000000 0.000000 0.000000
2766 60 0.000000 0.000000 0.000000 0.000000
986 60 0.000000 0.000000 0.000000 0.000000
2631 60 0.000000 0.000000 0.000000 0.000000
6495 60 0.500000 1.500000 1.000000 0.000000
1214 60 0.000000 0.000000 0.000000 0.000000
1031 60 0.000000 0.500000 0.000000 0.000000
3850 60 0.000000 0.000000 0.000000 0.000000
2817 60 0.000000 0.000000 0.000000 0.000000
687 60 0.000000 0.000000 0.000000 0.000000
279 60 0.000000 0.000000 0.000000 0.000000
4842 60 0.000000 0.000000 0.000000 0.000000
1111 60 0.000000 0.000000 0.000000 0.000000
724 60 0.000000 0.000000 0.000000 0.000000
315 60 0.000000 0.000000 0.000000 0.000000
2495 60 0.000000 0.000000 0.000000 0.000000
4531 60 0.000000 1.000000 0.000000 0.000000
4159 60 0.000000 0.000000 0.000000 0.000000
5483 60 0.000000 0.000000 0.000000 0.000000
957 60 0.000000 0.000000 0.500000 0.000000
6450 60 0.000000 0.000000 0.000000 0.000000
1034 60 0.000000 0.000000 0.000000 0.000000
4891 60 0.000000 0.000000 0.000000 0.000000
2916 60 0.500000 0.500000 1.000000 0.000000
1233 60 0.000000 0.000000 0.000000 0.000000
3024 60 0.000000 0.000000 0.000000 0.000000
6836 60 0.000000 0.000000 0.000000 0.000000
1376 60 0.500000 0.500000 0.500000 0.000000
1381 60 0.000000 0.000000 0.000000 0.000000
1408 60 0.000000 0.000000 0.000000 0.000000
1415 60 0.000000 0.000000 0.000000 0.000000
3793 60 0.000000 0.000000 0.000000 0.000000
3798 60 0.000000 0.000000 0.000000 0.000000
3965 60 0.000000 0.000000 0.000000 0.000000
3997 60 0.000000 0.000000 0.000000 0.000000
3998 60 0.000000 0.000000 0.000000 0.000000
4218 60 0.000000 0.000000 0.000000 0.000000
4353 60 0.000000 0.000000 0.000000 0.000000
4415 60 1.000000 0.500000 0.000000 0.000000
4417 60 0.500000 1.000000 0.000000 0.000000
4498 60 0.000000 0.500000 0.000000 0.000000
4507 60 0.000000 0.000000 0.000000 0.000000
4508 60 0.000000 0.000000 0.000000 0.000000
4575 60 0.500000 0.500000 0.000000 0.000000
4578 60 0.000000 0.000000 0.000000 0.000000
808 60 0.000000 0.000000 0.000000 0.000000
4910 60 0.000000 0.000000 0.000000 0.000000
4931 60 0.000000 0.000000 0.000000 0.000000
5299 60 0.000000 0.000000 0.000000 0.000000
5500 60 0.500000 0.000000 0.000000 0.000000
5531 60 0.000000 0.000000 0.000000 0.000000
5625 60 0.500000 0.000000 0.000000 0.000000
5688 60 0.000000 0.000000 0.000000 0.000000
6053 60 0.500000 0.000000 0.000000 0.000000
6072 60 0.000000 0.000000 0.000000 0.000000
6077 60 0.000000 0.000000 0.000000 0.000000
6180 60 0.000000 0.000000 0.000000 0.000000
6194 60 0.000000 0.000000 0.000000 0.000000
6388 60 0.000000 0.000000 0.000000 0.000000
6446 60 0.000000 0.000000 0.000000 0.000000
6448 60 0.000000 0.000000 0.000000 0.000000
6460 60 0.000000 0.000000 0.000000 0.000000
6463 60 0.000000 0.000000 0.000000 0.000000
6464 60 0.000000 0.000000 0.000000 0.000000
6467 60 0.000000 0.000000 0.000000 0.000000
6479 60 0.000000 0.000000 0.000000 0.000000
6499 60 0.500000 1.000000 0.000000 0.000000
6503 60 0.000000 0.000000 0.000000 0.000000
6529 60 0.000000 0.000000 0.000000 0.000000
6722 60 0.000000 0.000000 0.000000 0.000000
6723 60 0.500000 0.000000 0.000000 0.000000
6777 60 0.500000 0.000000 0.000000 0.000000
6778 60 0.000000 0.000000 0.000000 0.000000
6779 60 0.000000 0.000000 0.000000 0.000000
6780 60 0.000000 0.000000 0.000000 0.000000
6788 60 0.000000 0.000000 0.000000 0.000000
6796 60 0.000000 0.000000 0.000000 0.000000
6797 60 0.000000 0.000000 0.000000 0.000000
6825 60 0.000000 0.000000 0.000000 0.000000
3742 120 0.000000 0.500000 0.500000 0.500000
3741 120 0.000000 0.000000 0.000000 0.000000
3541 120 1.000000 0.000000 0.500000 0.000000
3501 120 0.000000 0.000000 0.000000 0.000000
3446 120 0.000000 0.000000 0.000000 0.000000
3445 120 0.000000 1.000000 1.000000 0.000000
3372 120 0.000000 0.000000 0.000000 0.000000
3349 120 0.000000 0.000000 0.000000 0.000000
3332 120 0.000000 0.000000 0.000000 0.000000
3297 120 1.000000 0.000000 0.000000 0.000000
3279 120 0.000000 0.000000 0.000000 0.000000
6822 120 0.000000 0.000000 0.000000 0.000000
6819 120 0.000000 0.000000 0.000000 0.000000
6818 120 0.000000 0.000000 0.000000 0.000000
6817 120 0.000000 0.000000 0.000000 0.000000
3074 120 0.000000 0.000000 0.000000 0.000000
6813 120 0.000000 0.000000 0.000000 0.000000
6791 120 0.000000 0.000000 0.000000 0.000000
6774 120 0.000000 0.000000 0.000000 0.000000
3017 120 1.500000 1.000000 1.500000 0.000000
2810 120 0.000000 0.000000 0.000000 0.000000
2809 120 0.000000 0.000000 0.000000 0.000000
6502 120 0.000000 0.000000 0.000000 0.000000
6493 120 0.500000 0.000000 0.000000 0.000000
6485 120 0.000000 0.000000 0.500000 0.000000
6473 120 0.000000 0.000000 0.000000 0.000000
6472 120 0.000000 0.000000 0.000000 0.000000
2718 120 0.000000 0.000000 0.000000 0.000000
6453 120 0.000000 0.000000 0.000000 0.000000
2712 120 0.000000 0.000000 0.000000 0.000000
6451 120 0.500000 0.000000 0.000000 0.000000
2461 120 0.000000 0.000000 0.000000 0.000000
6186 120 0.000000 0.000000 0.000000 0.000000
2423 120 0.000000 0.000000 0.000000 0.000000
6075 120 0.000000 0.000000 0.000000 0.000000
5949 120 0.000000 0.000000 0.000000 0.000000
2076 120 0.000000 0.500000 0.000000 0.000000
2035 120 0.500000 0.000000 0.000000 0.000000
3757 120 0.000000 0.000000 0.000000 0.000000
1722 120 0.000000 0.000000 0.500000 0.500000
2634 120 0.000000 0.000000 0.000000 0.000000
6104 120 0.000000 0.000000 0.000000 0.000000
4363 120 0.000000 0.000000 0.000000 0.000000
1380 120 0.000000 0.000000 0.000000 0.000000
4277 120 0.000000 0.000000 0.000000 0.000000
3472 120 0.000000 0.000000 0.000000 0.000000
6801 120 0.000000 0.000000 0.000000 0.000000
2636 120 0.000000 0.000000 0.000000 0.000000
5966 120 0.000000 0.000000 0.000000 0.000000
2214 120 0.000000 0.000000 0.000000 0.000000
2204 120 0.000000 0.000000 0.000000 0.000000
4202 120 0.000000 0.000000 0.000000 0.000000
6085 120 0.000000 0.000000 0.000000 0.000000
1217 120 0.000000 0.000000 0.000000 0.000000
1928 120 0.000000 0.000000 0.000000 0.000000
6489 120 0.000000 0.000000 0.000000 0.000000
6478 120 0.000000 0.000000 0.000000 0.000000
6477 120 0.000000 0.000000 0.000000 0.000000
1820 120 0.000000 0.000000 0.000000 0.000000
1819 120 0.000000 0.000000 0.000000 0.000000
1394 120 0.000000 0.000000 0.000000 0.000000
361 120 0.000000 0.000000 0.000000 0.000000
5546 120 0.000000 0.000000 0.000000 0.000000
4276 120 0.000000 0.000000 0.000000 0.000000
524 120 0.500000 0.000000 0.000000 0.000000
1835 120 1.000000 0.000000 2.000000 0.000000
243 120 0.000000 0.000000 0.000000 0.000000
1832 120 0.000000 0.500000 0.000000 0.500000
4612 120 0.000000 0.000000 0.000000 0.000000
1023 120 0.000000 0.000000 0.000000 0.000000
6506 120 1.500000 0.000000 0.500000 0.000000
1078 120 0.000000 0.000000 0.000000 0.000000
5923 120 0.000000 0.000000 0.000000 0.000000
37 120 0.000000 0.000000 0.000000 0.000000
5302 120 0.000000 0.000000 0.000000 0.000000
5924 120 0.000000 0.000000 0.000000 0.000000
4582 120 2.500000 0.500000 0.500000 0.000000
85 120 0.000000 0.000000 0.000000 0.000000
1079 120 0.000000 0.000000 0.000000 0.000000
2766 120 0.000000 0.000000 0.000000 0.000000
986 120 0.000000 0.000000 0.000000 0.000000
2631 120 0.000000 0.000000 0.000000 0.000000
6495 120 0.000000 1.000000 0.500000 0.000000
1214 120 0.000000 0.000000 0.000000 0.000000
1031 120 0.000000 0.500000 0.000000 0.000000
3850 120 0.000000 1.000000 0.000000 0.000000
2817 120 0.000000 0.000000 0.000000 0.000000
687 120 0.000000 0.000000 0.000000 0.000000
279 120 0.000000 0.000000 0.000000 0.000000
4842 120 0.000000 0.000000 0.000000 0.000000
1111 120 0.000000 0.000000 0.000000 0.000000
724 120 0.500000 0.000000 0.000000 0.000000
315 120 0.000000 0.000000 0.000000 0.000000
2495 120 0.000000 0.000000 0.000000 0.000000
4531 120 0.000000 0.500000 0.000000 0.000000
4159 120 0.000000 0.000000 0.000000 0.000000
5483 120 0.000000 0.000000 0.000000 0.000000
957 120 0.000000 0.000000 0.000000 0.000000
6450 120 0.500000 0.500000 0.000000 0.000000
1034 120 0.000000 0.000000 0.000000 0.000000
4891 120 0.000000 0.000000 0.000000 0.000000
2916 120 0.500000 0.500000 0.500000 0.000000
1233 120 0.000000 0.000000 0.000000 0.000000
3024 120 0.000000 0.000000 0.000000 0.000000
6836 120 0.000000 0.000000 0.000000 0.000000
1376 120 1.500000 0.000000 0.500000 0.000000
1381 120 0.000000 0.000000 0.000000 0.000000
1408 120 0.000000 0.000000 0.000000 0.000000
1415 120 0.000000 0.000000 0.000000 0.000000
3793 120 0.000000 0.000000 0.000000 0.000000
3798 120 0.000000 0.000000 0.000000 0.000000
3965 120 0.000000 0.000000 0.000000 0.000000
3997 120 0.000000 0.000000 0.000000 0.000000
3998 120 0.000000 0.000000 0.000000 0.000000
4218 120 0.000000 0.000000 0.000000 0.000000
4353 120 0.000000 0.000000 0.000000 0.000000
4415 120 0.000000 1.000000 0.500000 0.000000
4417 120 0.500000 0.500000 0.500000 0.000000
4498 120 0.000000 0.000000 0.000000 0.000000
4507 120 0.000000 0.000000 0.000000 0.000000
4508 120 0.000000 0.000000 0.000000 0.000000
4575 120 0.000000 0.500000 0.500000 0.000000
4578 120 0.000000 0.000000 0.000000 0.000000
808 120 0.000000 0.000000 0.000000 0.000000
4910 120 0.000000 0.000000 0.000000 0.000000
4931 120 0.000000 0.000000 0.000000 0.000000
5299 120 0.000000 0.000000 0.000000 0.000000
5500 120 0.500000 0.000000 0.500000 0.000000
5531 120 0.000000 0.000000 0.000000 0.000000
5625 120 0.000000 1.000000 0.500000 0.500000
5688 120 0.000000 0.000000 0.000000 0.000000
6053 120 0.000000 0.000000 0.500000 0.000000
6072 120 0.000000 0.000000 0.000000 0.000000
6077 120 0.000000 0.000000 0.000000 0.000000
6180 120 0.000000 0.000000 0.000000 0.000000
6194 120 0.000000 0.000000 0.000000 0.000000
6388 120 0.000000 0.000000 0.000000 0.000000
6446 120 0.000000 0.000000 0.000000 0.000000
6448 120 0.000000 0.000000 0.000000 0.000000
6460 120 0.000000 0.000000 0.000000 0.000000
6463 120 0.000000 0.000000 0.000000 0.000000
6464 120 0.000000 0.000000 0.000000 0.000000
6467 120 0.500000 1.000000 0.000000 0.000000
6479 120 0.000000 0.000000 0.000000 0.000000
6499 120 0.000000 1.500000 0.500000 0.000000
6503 120 0.000000 0.000000 0.000000 0.000000
6529 120 0.000000 0.000000 0.000000 0.000000
6722 120 0.000000 0.000000 0.000000 0.000000
6723 120 0.500000 0.000000 0.500000 0.000000
6777 120 0.000000 0.000000 0.500000 0.000000
6778 120 0.500000 0.000000 0.000000 0.000000
6779 120 0.000000 0.000000 0.000000 0.000000
6780 120 0.000000 0.500000 0.000000 0.000000
6788 120 0.000000 0.000000 0.000000 0.000000
6796 120 0.000000 0.000000 0.000000 0.000000
6797 120 0.000000 0.000000 0.000000 0.000000
6825 120 0.000000 0.000000 0.000000 0.000000
3742 180 0.000000 0.000000 0.000000 0.000000
3741 180 0.000000 0.000000 0.000000 0.000000
3541 180 0.500000 0.500000 1.000000 0.000000
3501 180 0.000000 0.000000 0.000000 0.000000
3446 180 0.000000 0.000000 0.000000 0.000000
3445 180 0.000000 0.000000 0.000000 0.500000
3372 180 0.000000 0.000000 0.000000 0.000000
3349 180 0.000000 0.000000 0.000000 0.000000
3332 180 0.000000 0.000000 0.000000 0.000000
3297 180 0.500000 0.000000 1.000000 0.000000
3279 180 0.000000 0.000000 0.000000 0.000000
6822 180 0.000000 0.000000 0.000000 0.000000
6819 180 0.000000 0.000000 0.000000 0.000000
6818 180 0.500000 0.000000 0.000000 0.000000
6817 180 0.000000 1.000000 0.000000 0.000000
3074 180 0.000000 0.000000 0.000000 0.000000
6813 180 0.000000 0.000000 0.000000 0.000000
6791 180 0.000000 0.000000 0.000000 0.000000
6774 180 0.500000 0.000000 0.000000 0.000000
3017 180 0.000000 0.000000 1.500000 2.500000
2810 180 0.000000 0.000000 0.000000 0.000000
2809 180 0.000000 0.000000 0.000000 0.000000
6502 180 1.000000 0.000000 0.000000 0.000000
6493 180 0.000000 1.000000 0.500000 0.000000
6485 180 0.000000 0.000000 0.000000 0.000000
6473 180 0.500000 0.500000 0.000000 0.000000
6472 180 0.000000 0.000000 0.000000 0.000000
2718 180 0.000000 0.000000 0.000000 0.000000
6453 180 0.000000 0.000000 0.000000 0.000000
2712 180 0.000000 0.000000 0.000000 0.000000
6451 180 0.000000 0.500000 0.500000 0.000000
2461 180 0.000000 0.000000 0.000000 0.000000
6186 180 0.000000 0.000000 0.000000 0.000000
2423 180 0.000000 0.000000 0.000000 0.000000
6075 180 0.000000 0.000000 0.000000 0.000000
5949 180 0.000000 1.000000 0.000000 0.000000
2076 180 0.000000 0.000000 0.000000 0.000000
2035 180 0.000000 0.000000 0.500000 0.000000
3757 180 0.000000 0.000000 0.000000 0.000000
1722 180 2.000000 1.500000 0.000000 0.000000
2634 180 0.000000 0.000000 0.000000 0.000000
6104 180 0.000000 0.000000 0.000000 0.000000
4363 180 0.000000 0.000000 0.000000 0.000000
1380 180 0.000000 0.000000 0.000000 0.000000
4277 180 0.000000 0.000000 0.000000 0.000000
3472 180 0.000000 0.000000 0.000000 0.000000
6801 180 0.000000 0.000000 0.000000 0.000000
2636 180 0.000000 0.000000 0.000000 0.000000
5966 180 0.000000 0.000000 0.000000 0.000000
2214 180 0.500000 0.500000 0.000000 0.000000
2204 180 0.000000 0.000000 0.000000 0.000000
4202 180 1.500000 0.000000 0.000000 0.000000
6085 180 0.000000 0.000000 0.000000 0.000000
1217 180 0.000000 0.000000 0.000000 0.000000
1928 180 0.000000 0.000000 0.000000 0.000000
6489 180 0.000000 0.000000 0.000000 0.000000
6478 180 0.000000 0.000000 0.000000 0.000000
6477 180 0.000000 0.000000 0.000000 0.000000
1820 180 0.000000 0.000000 0.000000 0.000000
1819 180 0.000000 0.000000 0.000000 0.000000
1394 180 0.500000 0.500000 0.000000 0.000000
361 180 0.500000 0.000000 0.000000 0.000000
5546 180 0.000000 0.000000 0.000000 0.000000
4276 180 0.500000 0.000000 0.000000 0.000000
524 180 0.000000 0.000000 0.500000 0.000000
1835 180 2.000000 0.000000 1.000000 0.000000
243 180 0.500000 0.000000 0.000000 0.000000
1832 180 0.500000 3.500000 0.000000 1.000000
4612 180 0.500000 0.000000 0.000000 0.000000
1023 180 0.500000 0.000000 0.000000 0.000000
6506 180 2.000000 2.000000 1.500000 0.000000
1078 180 0.000000 0.000000 0.000000 0.000000
5923 180 0.000000 0.000000 0.000000 0.000000
37 180 0.000000 0.000000 0.000000 0.000000
5302 180 0.000000 0.000000 0.000000 0.000000
5924 180 0.500000 0.000000 0.000000 0.000000
4582 180 0.500000 0.000000 2.500000 0.000000
85 180 0.000000 0.000000 0.000000 0.000000
1079 180 0.000000 0.500000 0.000000 0.000000
2766 180 0.000000 0.000000 0.000000 0.000000
986 180 0.000000 1.000000 0.000000 0.000000
2631 180 0.500000 0.000000 0.000000 0.000000
6495 180 0.000000 0.000000 0.000000 2.000000
1214 180 0.500000 1.000000 0.000000 0.000000
1031 180 1.000000 0.000000 0.000000 0.500000
3850 180 0.000000 0.500000 0.000000 0.000000
2817 180 0.500000 0.000000 0.000000 0.000000
